,host_response_rate,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
0,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.95,4.71,4.95,5.0,4.95,5.0,4.86,0.19
1,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.85,4.9,4.88,4.93,5.0,4.95,4.84,0.54
2,1.0,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.57,4.82,4.71,4.92,4.92,4.58,4.71,0.31
3,0.9,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
4,1.0,1.6,1.0,1.0,365.0,365.0,1.0,365.0,4.58,4.56,4.7,4.87,4.78,4.98,4.48,0.46
5,1.0,1.0,2.0,2.0,30.0,30.0,2.0,30.0,4.87,4.9,4.71,4.91,4.85,5.0,4.83,0.7
6,1.0,1.0,3.0,3.0,250.0,250.0,3.0,250.0,4.87,4.95,4.88,4.98,4.94,4.75,4.79,0.58
7,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.92,4.89,4.9,4.92,4.95,4.94,4.87,0.94
8,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.72,4.75,4.75,4.63,4.75,4.88,4.81,0.15
9,0.92,1.6,1.0,1.0,90.0,90.0,1.0,90.0,4.73,4.74,4.69,4.88,4.88,4.9,4.75,0.95
10,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.93,4.94,4.96,5.0,4.99,4.95,4.91,2.63
11,1.0,2.0,1.6,4.0,30.0,30.0,4.0,30.0,4.89,4.8,4.73,4.93,4.91,4.98,4.91,0.34
12,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.53,4.74,4.69,4.83,4.79,4.62,4.61,1.4
13,1.0,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.9,4.9,4.95,4.95,4.98,4.96,4.92,0.84
14,0.9,1.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,4.83,4.87,4.83,5.0,5.0,4.83,4.78,0.18
15,0.9,1.0,1.0,2.0,730.0,730.0,2.0,730.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.06
16,0.9,1.0,1.0,1.0,14.0,14.0,1.0,14.0,4.75,4.6,4.8,5.0,4.6,4.8,4.6,0.04
17,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.4,5.0,4.6,5.0,4.8,4.9,4.4,0.04
18,0.9,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
19,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,4.78,4.89,4.78,0.12
20,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.76,4.84,4.84,4.96,4.96,4.89,4.68,0.77
21,1.0,1.0,1.0,1.0,730.0,730.0,1.0,730.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
22,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.91,5.0,4.91,5.0,5.0,5.0,4.82,0.1
23,0.9,2.0,3.0,3.0,90.0,90.0,3.0,90.0,4.58,4.72,4.67,4.81,4.81,4.86,4.44,0.33
24,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
25,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.89,4.89,4.78,5.0,5.0,5.0,4.78,0.08
26,0.91,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.94,4.92,4.96,4.96,4.87,4.95,1.93
27,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.88,4.91,4.86,4.93,4.92,4.71,4.91,2.09
28,1.0,1.0,2.0,2.0,7.0,7.0,2.0,7.0,4.97,4.94,4.97,4.98,4.96,4.96,4.95,1.41
29,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.82,4.86,4.59,4.98,4.94,4.98,4.78,0.82
30,0.9,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,0.25
31,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.79,4.92,4.63,4.97,5.0,4.97,4.76,0.35
32,0.95,2.0,2.0,2.0,90.0,90.0,2.0,90.0,4.85,4.94,4.8,4.91,4.94,4.66,4.77,0.53
33,0.9,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.62,4.72,4.68,4.69,4.68,4.93,4.64,3.3
34,1.0,1.0,1.6,4.0,360.0,360.0,4.0,360.0,4.43,4.64,4.47,4.92,4.68,4.9,4.8,0.46
35,1.0,1.0,3.0,3.0,365.0,365.0,3.0,365.0,4.77,4.86,4.68,4.89,4.86,4.89,4.7,0.33
36,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.7,4.4,4.85,4.9,4.85,4.8,0.18
37,1.0,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.56,4.65,4.65,4.83,4.88,4.92,4.5,0.73
38,1.0,2.0,1.6,1.9,365.0,365.0,1.8,365.0,4.67,4.58,4.58,4.83,4.79,5.0,4.63,0.21
39,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.67,4.66,4.81,4.87,5.0,4.96,4.67,0.49
40,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.58,4.73,4.65,4.78,4.81,4.85,4.59,1.24
41,1.0,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.83,4.72,4.72,5.0,4.89,4.94,4.59,0.16
42,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.76,4.96,4.84,4.96,4.96,4.96,4.88,0.33
43,0.92,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.73,4.72,4.67,4.9,4.92,4.9,4.8,1.02
44,1.0,2.0,1.6,1.9,120.0,120.0,1.8,120.0,4.9,4.98,4.9,5.0,5.0,4.88,4.98,0.42
45,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.78,5.0,5.0,5.0,5.0,4.89,4.78,0.07
46,0.9,1.0,3.0,3.0,180.0,180.0,3.0,180.0,4.58,4.59,4.8,4.77,4.85,4.96,4.42,0.21
47,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.88,4.93,4.86,4.98,4.98,4.95,4.9,0.43
48,1.0,3.0,1.6,1.9,120.0,120.0,1.8,120.0,4.75,4.75,4.8,5.0,4.75,4.5,4.8,0.05
49,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.84,4.89,4.85,4.94,4.95,4.88,4.81,2.4
50,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.84,4.88,4.96,4.93,4.89,4.84,1.79
51,1.0,1.0,3.0,3.0,30.0,30.0,3.0,30.0,4.88,4.94,4.96,4.97,4.95,4.99,4.94,0.72
52,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.83,4.92,4.84,4.91,4.93,4.97,4.81,1.09
53,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.97,4.97,4.94,5.0,5.0,4.97,4.97,0.25
54,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.88,4.88,4.91,4.91,4.97,4.9,4.86,2.4
55,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.98,4.98,4.92,5.0,5.0,5.0,4.9,0.46
56,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.96,4.91,4.91,4.91,4.96,4.83,0.19
57,1.0,2.0,1.6,5.0,1825.0,1825.0,5.0,1825.0,4.8,4.9,4.32,4.61,4.9,4.68,4.8,0.15
58,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.91,4.91,4.89,4.93,4.94,4.78,4.91,2.32
59,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.95,4.95,4.9,4.9,4.95,5.0,4.9,0.18
60,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.76,4.87,4.76,4.75,4.82,4.94,4.81,2.59
61,0.9,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
62,0.9,1.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,4.95,5.0,4.95,5.0,5.0,4.95,4.95,0.25
63,0.92,1.6,1.0,1.0,90.0,90.0,1.0,90.0,4.79,4.79,4.8,4.91,4.94,4.9,4.79,1.91
64,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.55,4.68,4.56,4.89,4.82,4.9,4.63,2.64
65,1.0,2.0,3.0,3.0,48.0,48.0,3.0,48.0,4.93,4.91,4.94,4.91,4.96,4.92,4.89,0.44
66,1.0,2.0,1.0,3.0,365.0,365.0,2.7,365.0,4.71,4.71,5.0,5.0,5.0,5.0,4.86,0.07
67,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.59,4.66,4.65,4.86,4.87,4.95,4.7,3.32
68,0.9,1.0,2.0,2.0,14.0,14.0,2.0,14.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
69,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.75,4.73,4.87,4.89,4.92,4.94,4.77,2.01
70,0.9,2.0,3.0,3.0,180.0,180.0,3.0,180.0,4.78,4.87,4.88,4.89,4.73,4.9,4.8,0.89
71,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.65,4.74,4.6,4.77,4.8,4.85,4.64,1.41
72,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.73,4.81,4.71,4.83,4.92,4.9,4.73,1.22
73,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
74,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.83,4.93,4.92,4.9,4.93,4.93,4.79,4.04
75,1.0,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.76,4.87,4.73,4.91,4.91,4.9,4.73,0.38
76,1.0,1.0,1.6,4.0,10.0,10.0,4.0,10.0,4.78,4.79,4.85,4.86,4.86,4.93,4.78,0.96
77,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,4.85,4.82,4.84,4.94,4.93,4.88,2.49
78,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.81,4.83,4.87,4.93,4.74,4.84,1.66
79,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.91,4.92,4.87,4.69,4.96,4.87,3.56
80,1.0,2.0,2.0,2.0,200.0,200.0,2.0,200.0,4.84,4.96,4.96,4.97,4.87,4.97,4.91,0.6
81,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.84,4.89,4.72,4.91,4.94,4.87,4.75,1.42
82,1.0,1.6,1.6,1.9,90.0,90.0,1.8,90.0,5.0,5.0,5.0,5.0,5.0,4.95,4.68,0.17
83,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.96,4.92,4.9,4.88,4.94,4.94,4.86,0.45
84,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.87,4.87,4.8,4.91,4.93,4.89,4.81,1.24
85,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,4.88,4.76,4.94,5.0,4.56,4.75,0.25
86,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.69,4.92,4.8,4.85,4.85,4.92,4.62,0.12
87,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.81,4.9,4.84,4.91,4.94,4.91,4.81,2.51
88,0.9,1.0,1.6,5.0,180.0,180.0,5.0,180.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
89,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.82,4.57,4.96,4.96,4.75,4.93,4.71,0.24
90,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.93,4.94,4.97,4.96,4.91,4.97,4.94,1.33
91,0.9,1.0,3.0,3.0,28.0,28.0,3.0,28.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4
92,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.85,4.91,4.91,4.7,4.79,4.94,4.88,0.28
93,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.82,4.71,4.75,4.63,4.88,4.88,4.82,0.18
94,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.88,4.93,4.88,4.95,4.98,4.99,4.87,3.18
95,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.46,4.9,4.51,4.7,4.72,4.76,4.47,3.12
96,1.0,1.6,1.0,1.0,14.0,14.0,1.0,14.0,4.69,4.56,4.73,4.78,4.84,4.98,4.47,0.39
97,1.0,1.0,1.0,1.0,13.0,13.0,1.0,13.0,4.92,4.92,4.84,4.97,4.97,4.89,4.89,0.37
98,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.92,4.85,4.62,4.88,4.96,4.88,4.69,0.24
99,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.76,4.89,4.91,4.8,4.71,4.76,4.82,0.42
100,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.78,5.0,5.0,5.0,4.89,4.89,5.0,0.1
101,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
102,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.63,4.69,4.94,4.75,4.75,4.94,4.69,0.15
103,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.41,4.9,4.76,4.71,4.53,4.88,4.35,0.15
104,1.0,3.0,1.6,1.9,21.0,21.0,1.8,21.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
105,1.0,2.0,3.0,3.0,90.0,90.0,3.0,90.0,4.75,4.79,4.83,4.96,4.96,4.75,4.71,0.22
106,1.0,2.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.86,4.6,4.95,4.96,4.95,4.86,1.12
107,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.94,5.0,5.0,4.94,5.0,4.56,4.81,0.15
108,1.0,1.0,2.0,5.0,21.0,21.0,5.0,21.0,4.78,4.84,4.89,4.95,4.84,4.95,4.68,0.18
109,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.77,4.82,4.77,4.9,4.95,5.0,4.48,0.17
110,0.9,2.0,3.0,3.0,15.0,15.0,3.0,15.0,4.84,4.96,4.94,4.87,4.89,4.96,4.8,0.65
111,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.02
112,1.0,2.0,1.6,4.0,60.0,60.0,4.0,60.0,4.82,4.87,4.79,4.87,4.96,4.91,4.81,0.78
113,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.9,4.93,4.94,4.92,4.88,4.96,4.87,1.97
114,1.0,1.0,3.0,3.0,90.0,90.0,3.0,90.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
115,0.99,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.43,4.61,4.67,4.79,4.7,4.88,4.41,0.84
116,1.0,2.0,1.6,6.0,1125.0,1125.0,1.8,1125.0,4.86,4.95,4.9,5.0,4.86,5.0,4.76,0.25
117,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,4.74,5.0,5.0,4.79,4.89,0.27
118,0.9,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.07
119,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.94,5.0,4.88,4.94,4.97,4.91,4.91,0.26
120,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.73,4.81,4.78,4.95,4.89,4.76,4.68,0.39
121,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
122,0.9,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.93,4.93,4.87,4.93,5.0,4.67,5.0,0.13
123,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.64,4.76,4.76,4.92,4.9,4.87,4.67,1.33
124,1.0,1.6,3.0,3.0,30.0,30.0,3.0,30.0,4.92,4.92,4.96,5.0,4.83,4.88,4.88,0.19
125,1.0,1.6,3.0,3.0,21.0,21.0,3.0,21.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
126,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.8,4.83,4.77,4.89,4.88,4.51,4.79,0.46
127,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.82,4.91,4.84,4.92,4.95,4.98,4.86,0.75
128,1.0,2.0,2.0,2.0,1000.0,1000.0,2.0,1000.0,4.84,4.86,4.92,4.91,4.9,4.89,4.81,1.29
129,0.9,1.0,1.6,1.9,150.0,150.0,1.8,150.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
130,1.0,1.0,1.6,6.0,1125.0,1125.0,1.8,1125.0,4.52,4.59,4.63,4.78,4.67,4.7,4.44,0.34
131,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.66,4.83,4.66,4.92,4.95,4.93,4.6,3.51
132,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.75,4.86,4.91,4.87,4.78,4.94,4.79,0.6
133,1.0,1.0,2.0,4.0,1125.0,1125.0,2.6,1125.0,4.86,4.92,4.84,4.94,4.88,4.9,4.71,1.22
134,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.98,5.0,5.0,4.99,5.0,5.0,4.94,1.17
135,1.0,2.0,1.6,1.9,365.0,365.0,1.8,365.0,4.96,4.96,5.0,5.0,4.96,5.0,4.91,0.2
136,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.97,4.95,4.92,4.83,4.96,4.84,2.22
137,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.92,4.94,4.95,4.99,4.96,5.0,4.87,3.11
138,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.87,4.96,4.74,4.98,4.96,4.98,4.83,0.67
139,1.0,1.0,1.6,1.9,90.0,90.0,1.8,90.0,4.96,4.89,4.85,4.88,4.96,4.8,4.96,0.29
140,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
141,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.88,4.88,5.0,4.88,4.96,4.54,4.77,0.22
142,1.0,1.0,1.0,2.0,365.0,365.0,1.9,365.0,4.8,5.0,5.0,5.0,4.9,5.0,4.8,0.02
143,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.95,4.97,4.94,4.98,4.95,4.98,4.92,1.69
144,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.6,4.76,4.79,4.97,4.67,4.87,4.6,0.3
145,0.9,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.67,4.9,5.0,4.67,4.67,5.0,4.8,0.03
146,0.9,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.58,4.69,4.8,4.83,4.67,4.67,4.42,0.68
147,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.76,4.84,4.79,4.92,4.87,4.94,4.69,0.57
148,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
149,0.92,1.6,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.83,4.78,4.75,4.94,4.97,4.9,4.8,1.43
150,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.9,4.78,4.8,4.98,4.98,4.73,4.8,0.4
151,1.0,1.0,1.6,5.0,1825.0,1825.0,5.0,1825.0,4.63,4.75,4.5,4.94,4.94,4.88,4.75,0.15
152,0.9,3.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.74,4.82,4.77,4.88,4.77,4.97,4.77,1.05
153,1.0,2.0,2.0,3.0,1125.0,1125.0,2.3,1125.0,4.72,4.71,4.78,4.71,4.65,4.82,4.72,0.62
154,1.0,1.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.79,4.9,4.88,4.94,4.89,4.84,4.78,1.1
155,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.92,4.88,4.95,4.98,4.98,4.95,4.85,2.76
156,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.81,4.85,4.78,4.89,5.0,4.85,4.63,0.25
157,1.0,2.0,1.6,4.0,1125.0,1125.0,4.0,1125.0,4.76,4.78,4.78,4.93,4.97,4.88,4.72,0.9
158,1.0,2.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,5.0,4.7,4.8,5.0,5.0,4.6,4.9,0.09
159,1.0,1.0,1.0,2.0,1125.0,1125.0,1.9,1125.0,4.9,4.94,4.96,4.85,4.9,4.96,4.9,1.83
160,1.0,1.0,3.0,3.0,365.0,365.0,3.0,365.0,4.83,5.0,4.83,4.83,4.83,4.5,4.67,0.05
161,1.0,2.0,1.6,4.0,365.0,365.0,4.0,365.0,4.67,4.82,4.68,4.73,4.59,4.59,4.59,0.19
162,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.9,4.7,4.88,4.94,4.61,4.73,0.31
163,1.0,1.6,1.6,1.9,365.0,365.0,1.8,365.0,4.67,4.67,4.8,4.83,4.67,4.9,4.42,0.12
164,1.0,2.0,2.0,5.0,1125.0,1125.0,4.9,1125.0,4.92,4.94,4.89,4.99,4.99,4.9,4.94,0.78
165,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,0.03
166,1.0,1.0,1.0,5.0,1125.0,1125.0,1.0,1125.0,4.97,4.98,4.99,4.98,4.97,4.96,4.98,1.72
167,1.0,3.0,3.0,3.0,30.0,30.0,3.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
168,1.0,2.0,3.0,3.0,21.0,21.0,3.0,21.0,5.0,5.0,5.0,5.0,4.9,4.9,4.8,0.01
169,0.9,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.77,4.85,4.73,4.94,4.91,4.76,4.83,0.65
170,1.0,1.6,3.0,3.0,30.0,30.0,3.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
171,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.74,4.78,4.63,4.91,4.95,4.73,4.72,1.47
172,1.0,2.0,2.0,2.0,364.0,364.0,2.0,364.0,4.81,4.84,4.89,4.93,4.95,4.96,4.82,2.05
173,1.0,1.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.75,4.88,4.94,4.94,5.0,5.0,4.75,0.21
174,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
175,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.91,4.89,4.92,5.0,4.94,4.98,4.89,0.69
176,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.85,4.88,4.83,4.97,4.98,4.94,4.76,2.27
177,0.9,1.0,2.0,1.9,1125.0,1125.0,1.8,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0.05
178,1.0,1.0,3.0,3.0,1000.0,1000.0,3.0,1000.0,4.75,4.76,4.85,4.89,4.94,4.6,4.82,1.21
179,1.0,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.92,4.96,4.92,5.0,4.94,4.96,4.88,0.47
180,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.86,4.88,4.89,4.97,4.97,4.9,4.84,2.71
181,1.0,2.0,1.6,4.0,21.0,21.0,4.0,21.0,5.0,5.0,4.91,4.95,5.0,5.0,4.95,0.17
182,1.0,2.0,3.0,3.0,7.0,7.0,3.0,7.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
183,0.9,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
184,1.0,3.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,4.91,4.88,4.84,4.98,4.94,4.83,4.72,0.78
185,0.9,1.0,1.6,5.0,180.0,180.0,5.0,180.0,5.0,5.0,5.0,5.0,4.9,5.0,4.8,0.01
186,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,4.96,5.0,5.0,5.0,4.96,4.92,4.92,0.22
187,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.92,4.91,4.91,4.99,4.99,4.94,4.87,2.63
188,1.0,1.0,2.0,3.0,1125.0,1125.0,2.3,1125.0,4.95,4.89,4.92,4.97,5.0,4.78,4.92,0.58
189,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.82,4.88,4.94,4.97,4.79,4.91,4.85,2.2
190,0.9,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
191,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.48,4.9,4.51,4.77,4.76,4.59,4.48,0.66
192,1.0,3.0,1.6,1.9,180.0,180.0,1.8,180.0,4.75,4.77,4.7,4.81,4.91,4.92,4.76,2.06
193,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.68,4.79,4.68,4.74,4.74,4.84,4.63,0.18
194,1.0,2.0,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.58,4.9,4.54,4.85,4.86,4.73,4.61,1.17
195,0.9,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.9,4.89,4.93,4.87,4.94,4.98,4.82,2.63
196,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23
197,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.77,4.83,4.8,4.89,4.88,4.95,4.7,1.06
198,1.0,1.0,3.0,3.0,180.0,180.0,3.0,180.0,4.98,4.98,4.94,4.98,4.98,4.93,4.94,1.2
199,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.89,4.96,5.0,4.96,4.91,4.98,4.87,0.52
200,1.0,1.0,3.0,3.0,360.0,360.0,3.0,360.0,4.9,4.98,4.96,4.92,4.97,4.87,4.91,0.86
201,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.96,4.92,4.8,5.0,5.0,5.0,4.96,2.2
202,1.0,1.0,1.6,1.9,18.0,1125.0,1.8,827.1,4.7,4.86,4.84,4.94,4.95,4.75,4.78,0.4
203,1.0,1.0,1.0,1.0,90.0,90.0,1.0,90.0,4.97,4.94,4.97,5.0,4.97,4.97,4.88,0.29
