,host_response_rate,beds,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
22993,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
22994,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,1.0
22995,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
22996,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.9,5.0,4.9,4.9,5.0,4.8,0.88
22997,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.24
22998,0.9,1.6,1.6,1.9,365.0,365.0,1.8,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
22999,1.0,1.6,1.6,1.9,15.0,15.0,1.8,15.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23000,1.0,2.0,3.0,3.0,30.0,30.0,3.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23001,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,1.0
23002,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23003,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23004,1.0,3.0,2.0,3.0,1125.0,1125.0,2.1,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23005,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5
23006,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,5.0,4.8,5.0,4.9,5.0,5.0,1.0
23007,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23008,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.33,4.9,4.33,4.67,4.9,5.0,4.8,2.25
23009,0.9,2.0,1.0,1.0,30.0,30.0,1.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23010,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,2.65
23011,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.9,4.8,5.0,4.5,4.9,4.8,1.87
23012,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.71
23013,1.0,1.6,1.0,2.0,365.0,365.0,2.0,365.0,5.0,5.0,5.0,4.6,5.0,5.0,5.0,4.17
23014,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,4.78,4.78,5.0,5.0,4.89,4.89,1.4
23015,0.9,1.6,2.0,5.0,365.0,365.0,2.5,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23016,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23017,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,2.81
23018,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.9,4.8,4.5,4.5,5.0,4.8,1.67
23019,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,4.67,4.67,5.0,4.67,3.0
23020,0.96,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23021,1.0,2.0,1.6,6.0,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23022,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23023,0.96,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23024,1.0,1.0,1.0,1.0,30.0,30.0,1.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23025,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23026,1.0,1.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23027,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.65
23028,0.96,1.0,1.6,1.9,180.0,180.0,1.8,180.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23029,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.83,5.0,4.83,5.0,5.0,5.0,5.0,1.4
23030,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.91,4.91,4.91,4.82,4.91,4.91,4.91,1.4
23031,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.8,4.9,5.0,5.0,5.0,5.0,4.8,1.0
23032,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,4.0
23033,0.96,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23034,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23035,1.0,3.0,1.0,3.0,2.0,1125.0,2.3,155.3,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23036,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91
23037,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23038,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.67,4.9,4.67,5.0,5.0,5.0,4.67,2.81
23039,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,4.67,5.0,4.67,4.67,5.0,4.67,2.81
23040,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23041,0.96,1.0,1.6,1.9,180.0,180.0,1.8,180.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23042,1.0,3.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23043,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.5,4.9,4.5,4.5,4.5,4.5,5.0,2.0
23044,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23045,1.0,1.0,2.0,2.0,100.0,100.0,2.0,100.0,5.0,5.0,4.67,5.0,5.0,4.9,5.0,3.0
23046,0.9,1.6,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91
23047,1.0,1.0,2.0,2.0,60.0,60.0,2.0,60.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,2.31
23048,0.9,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,4.8,5.0,5.0,4.9,5.0,1.0
23049,1.0,1.0,1.6,1.9,90.0,90.0,1.8,90.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23050,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23051,1.0,1.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.5,4.8,1.58
23052,0.9,1.0,1.6,1.9,365.0,365.0,1.8,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23053,1.0,1.0,3.0,4.0,1125.0,1125.0,4.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.87
23054,1.0,2.0,1.0,2.0,600.0,600.0,2.0,600.0,4.67,4.67,5.0,4.67,5.0,5.0,5.0,3.0
23055,1.0,2.0,1.6,1.9,365.0,365.0,1.8,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23056,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.8,4.9,4.8,4.9,4.9,5.0,4.8,1.82
23057,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.67,4.67,4.33,4.67,4.67,4.67,5.0,3.0
23058,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23059,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23060,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23061,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23062,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91
23063,1.0,1.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,4.33,4.67,5.0,5.0,5.0,2.31
23064,0.99,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1.0
23065,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,4.0
23066,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23067,1.0,1.0,1.0,1.0,30.0,30.0,1.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23068,0.9,1.0,1.0,1.0,10.0,10.0,1.0,10.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23069,1.0,2.0,1.0,1.0,45.0,45.0,1.0,45.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23070,1.0,3.0,1.0,3.0,1125.0,1125.0,1.1,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23071,1.0,3.0,2.0,3.0,365.0,365.0,3.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23072,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.76
23073,0.98,1.6,2.0,3.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23074,1.0,1.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.73
23075,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23076,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23077,1.0,1.6,1.6,1.9,1125.0,1125.0,1.8,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23078,1.0,2.0,3.0,3.0,365.0,365.0,3.0,365.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,2.0
23079,0.9,3.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23080,1.0,3.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23081,0.9,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23082,1.0,1.0,1.0,1.0,60.0,60.0,1.0,60.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23083,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23084,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23085,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,1.76
23086,1.0,2.0,1.6,5.0,85.0,85.0,5.0,85.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23087,0.9,3.0,3.0,3.0,60.0,60.0,3.0,60.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23088,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23089,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,5.0,4.9,4.8,0.91
23090,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23091,1.0,3.0,1.0,2.0,365.0,365.0,2.0,365.0,4.67,4.67,5.0,5.0,5.0,5.0,5.0,3.0
23092,0.89,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94
23093,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23094,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23095,0.96,1.0,3.0,3.0,365.0,365.0,3.0,365.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,0.94
23096,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23097,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23098,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.67,5.0,5.0,5.0,5.0,4.67,5.0,2.25
23099,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.87
23100,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,4.6,5.0,5.0,5.0,5.0,4.8,4.29
23101,1.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23102,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23103,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23104,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23105,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23106,1.0,3.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23107,0.96,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23108,1.0,1.0,2.0,2.0,90.0,90.0,2.0,90.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23109,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.91
23110,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,1.0
23111,1.0,2.0,1.0,4.0,365.0,365.0,1.1,365.0,4.5,4.63,4.88,4.9,4.5,4.88,4.38,1.4
23112,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23113,1.0,1.0,1.6,4.0,365.0,365.0,4.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23114,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,3.0
23115,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94
23116,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.75,4.75,4.75,4.88,5.0,4.5,4.63,1.4
23117,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.33,4.67,4.67,4.9,4.9,4.9,4.8,2.81
23118,1.0,3.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,1.0
23119,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23120,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23121,0.99,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23122,0.9,1.0,1.6,1.9,20.0,20.0,1.8,20.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23123,0.9,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23124,1.0,1.6,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23125,1.0,2.0,2.0,2.0,60.0,60.0,2.0,60.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,1.4
23126,0.91,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,2.14
23127,1.0,1.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23128,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23129,1.0,1.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23130,0.9,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23131,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23132,1.0,2.0,1.0,1.0,365.0,1125.0,1.0,507.3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94
23133,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23134,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.75,5.0,4.75,5.0,4.75,5.0,4.75,4.0
23135,1.0,1.6,1.0,1.0,90.0,90.0,1.0,90.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23136,0.9,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23137,1.0,1.0,2.0,4.0,365.0,365.0,2.2,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23138,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23139,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23140,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23141,1.0,1.6,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.87
23142,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,4.9,5.0,5.0,5.0,5.0,5.0,1.0
23143,0.96,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23144,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23145,1.0,3.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,4.67,4.67,5.0,5.0,5.0,4.67,2.31
23146,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.8,4.9,4.67,4.9,4.9,4.67,4.8,3.0
23147,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23148,1.0,1.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23149,0.9,1.0,1.0,1.0,28.0,28.0,1.0,28.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23150,1.0,1.0,1.6,4.0,29.0,29.0,4.0,29.0,5.0,4.9,4.5,4.5,5.0,4.5,4.5,1.87
23151,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23152,0.99,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23153,1.0,1.6,1.0,1.0,365.0,365.0,1.0,365.0,4.5,4.9,5.0,5.0,5.0,5.0,4.5,2.0
23154,0.9,3.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23155,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.94
23156,1.0,1.0,1.0,1.0,14.0,14.0,1.0,14.0,5.0,4.75,4.75,5.0,5.0,5.0,4.75,4.0
23157,1.0,1.0,2.0,2.0,365.0,365.0,2.0,365.0,5.0,4.9,5.0,5.0,5.0,5.0,4.8,1.0
23158,1.0,1.0,2.0,2.0,15.0,15.0,2.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23159,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23160,1.0,1.6,1.0,3.0,365.0,1125.0,2.7,486.5,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23161,1.0,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.75,4.9,4.75,5.0,4.9,5.0,4.75,3.64
23162,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1.0
23163,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23164,1.0,2.0,1.0,4.0,365.0,365.0,3.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
23165,0.99,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.8,4.9,4.8,5.0,4.9,4.9,4.8,2.0
23166,1.0,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23167,1.0,3.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23168,1.0,1.6,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23169,0.9,1.0,1.6,4.0,28.0,28.0,4.0,28.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23170,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23171,1.0,1.0,1.0,1.0,30.0,30.0,1.0,30.0,5.0,5.0,4.75,5.0,4.75,4.75,4.75,3.64
23172,1.0,1.0,1.0,1.0,15.0,15.0,1.0,15.0,4.88,4.63,4.75,4.75,5.0,4.75,4.75,1.4
23173,0.86,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.0
23174,1.0,2.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23175,0.9,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23176,1.0,1.0,1.6,5.0,1125.0,1125.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
23177,0.9,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.67,4.67,4.67,5.0,5.0,5.0,4.67,3.0
23178,1.0,1.0,1.0,3.0,365.0,365.0,2.7,365.0,4.8,4.9,4.8,4.8,4.9,4.8,4.8,1.4
23179,1.0,2.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
23180,1.0,1.0,1.0,1.0,365.0,1125.0,1.0,496.9,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23181,0.92,1.0,1.0,1.0,365.0,365.0,1.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23182,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.5,4.9,4.5,5.0,4.5,5.0,4.5,1.82
23183,1.0,2.0,1.0,4.0,365.0,365.0,3.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
23184,1.0,2.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,2.81
23185,1.0,2.0,1.0,1.0,365.0,365.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.54
23186,1.0,1.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,4.75,4.75,4.75,4.75,4.75,5.0,4.75,3.64
23187,0.9,2.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.71
23188,1.0,2.0,2.0,3.0,90.0,90.0,2.2,90.0,4.5,4.9,5.0,5.0,5.0,4.5,4.8,2.0
23189,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.8,5.0,4.8,5.0,5.0,4.9,5.0,1.0
23190,1.0,2.0,1.0,1.0,15.0,15.0,1.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.41
23191,1.0,1.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23192,1.0,2.0,2.0,2.0,365.0,365.0,2.0,365.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23193,0.9,3.0,1.0,3.0,30.0,30.0,3.0,30.0,4.7,4.8,4.7,4.8,4.8,4.8,4.7,1.7
23194,1.0,2.0,1.6,4.0,365.0,365.0,4.0,365.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
